job_id,company_name,industry,job_title,skills_required,experience_level,employment_type,location,salary_range_usd,posted_date,company_size,tools_preferred,min_salary,max_salary,avg_salary
1558,Reilly PLC,Education,ML Engineer,"AWS, Azure, C++, NumPy",Senior,Internship,"Bennettfurt, IQ",140820-232170,2025-09-19,Startup,"Scikit-learn, BigQuery, LangChain",140820.0,232170.0,186495.0
1559,"Sosa, Whitney and Dickerson",Tech,AI Product Manager,"GCP, R, Flask, Azure, Pandas, FastAPI",Mid,Remote,"Williamshire, TJ",143360-229787,2025-05-27,Startup,PyTorch,143360.0,229787.0,186573.5
1560,Johnson PLC,Education,NLP Engineer,"TensorFlow, GCP, Flask, Excel",Senior,Internship,"Jenniferburgh, SC",93833-129073,2024-11-29,Mid,"MLflow, PyTorch",93833.0,129073.0,111453.0
1561,Rosales-Peterson,Tech,ML Engineer,"TensorFlow, Flask, AWS, Python",Entry,Internship,"Gonzaleshaven, MR",52854-117986,2024-09-26,Large,TensorFlow,52854.0,117986.0,85420.0
1562,"Salazar, Wiggins and Campbell",Healthcare,AI Product Manager,"Reinforcement Learning, C++, Keras",Senior,Remote,"North Alexandra, MZ",50279-67460,2025-07-29,Large,"BigQuery, MLflow, PyTorch",50279.0,67460.0,58869.5
1563,Torres PLC,Automotive,Data Scientist,"SQL, Hugging Face, CUDA, GCP, NumPy, C++",Senior,Full-time,"Rodriguezmouth, AE",50207-64822,2024-06-04,Mid,"PyTorch, Scikit-learn",50207.0,64822.0,57514.5
1564,"Zuniga, Coleman and Guzman",Finance,Computer Vision Engineer,"Python, TensorFlow, Azure, PyTorch, Power BI, Hugging Face",Entry,Contract,"South Jamesstad, GT",49814-62288,2025-07-06,Mid,"TensorFlow, KDB+",49814.0,62288.0,56051.0
1565,Oliver-Miller,E-commerce,AI Product Manager,"GCP, SQL, Flask, C++, Scikit-learn",Senior,Internship,"Sarahton, ER",111908-130116,2025-06-11,Mid,"BigQuery, FastAPI, Scikit-learn",111908.0,130116.0,121012.0
1566,"Mullins, Butler and Moses",Education,AI Researcher,"LangChain, Scikit-learn, Hugging Face",Senior,Remote,"South Jason, PG",109390-202587,2025-06-12,Large,FastAPI,109390.0,202587.0,155988.5
1567,"Roberson, Dunlap and Todd",E-commerce,NLP Engineer,"FastAPI, SQL, GCP, Pandas, CUDA, Reinforcement Learning",Entry,Internship,"New Samanthaberg, BD",101444-169137,2024-07-11,Large,"FastAPI, Scikit-learn, KDB+",101444.0,169137.0,135290.5
1568,Hammond-Miles,Finance,Data Scientist,"MLflow, Python, AWS, NumPy, Flask, C++",Entry,Full-time,"Lake Brianna, ET",117133-215594,2025-09-05,Large,"FastAPI, PyTorch",117133.0,215594.0,166363.5
1569,"Walls, Young and Cook",E-commerce,Data Scientist,"Reinforcement Learning, Keras, MLflow, Flask, Pandas, AWS",Senior,Contract,"New Nicole, AZ",55477-100381,2024-02-12,Startup,MLflow,55477.0,100381.0,77929.0
1570,Henderson-Douglas,Automotive,AI Product Manager,"C++, Scikit-learn, PyTorch, SQL, Reinforcement Learning, Hugging Face",Entry,Full-time,"Larsenport, FM",92033-164027,2024-12-07,Mid,KDB+,92033.0,164027.0,128030.0
1571,Waters Group,Healthcare,AI Researcher,"Azure, CUDA, Excel",Senior,Full-time,"Lewiston, HN",97058-148912,2024-12-18,Large,KDB+,97058.0,148912.0,122985.0
1572,"Evans, Keller and Macdonald",E-commerce,ML Engineer,"Excel, Flask, SQL, R",Senior,Internship,"Sanchezland, LI",70051-83613,2023-11-01,Large,MLflow,70051.0,83613.0,76832.0
1573,"Smith, Smith and Calhoun",Healthcare,ML Engineer,"Keras, NumPy, Flask, Python",Mid,Full-time,"Jamesburgh, LS",125724-223370,2024-04-07,Startup,FastAPI,125724.0,223370.0,174547.0
1574,Holmes Inc,Finance,AI Product Manager,"LangChain, NumPy, CUDA",Senior,Contract,"Bendershire, AG",131442-152901,2024-04-22,Startup,"BigQuery, KDB+",131442.0,152901.0,142171.5
1575,Gordon-Bradley,Education,Quant Researcher,"R, Excel, SQL, MLflow, PyTorch, CUDA",Senior,Remote,"Higginsview, NI",79312-97051,2023-10-30,Mid,Scikit-learn,79312.0,97051.0,88181.5
1576,Garrison-Rosales,Healthcare,Quant Researcher,"GCP, Python, R",Mid,Remote,"New Henryshire, TZ",115682-141436,2024-09-17,Startup,LangChain,115682.0,141436.0,128559.0
1577,Beasley LLC,Tech,Data Analyst,"GCP, PyTorch, Keras, Reinforcement Learning, C++",Mid,Contract,"Port Christinaburgh, TN",138711-221786,2024-06-16,Mid,"Scikit-learn, FastAPI",138711.0,221786.0,180248.5
1578,"Miller, Harris and Johnson",Retail,NLP Engineer,"FastAPI, Pandas, MLflow, R",Entry,Full-time,"Jessicaport, WS",46308-82147,2024-07-27,Mid,"MLflow, TensorFlow, PyTorch",46308.0,82147.0,64227.5
1579,"Miller, Hahn and Jackson",Finance,AI Researcher,"Reinforcement Learning, AWS, Azure",Mid,Remote,"Marquezchester, SL",46859-111642,2024-03-16,Mid,"LangChain, Scikit-learn",46859.0,111642.0,79250.5
1580,Smith-Mcintyre,Retail,ML Engineer,"AWS, Flask, Reinforcement Learning, Scikit-learn, Excel",Senior,Remote,"North Sheilaville, IN",135050-200313,2025-06-25,Startup,"MLflow, Scikit-learn, BigQuery",135050.0,200313.0,167681.5
1581,Martinez Inc,Healthcare,ML Engineer,"FastAPI, Pandas, MLflow",Mid,Full-time,"West Morgan, ST",106176-132983,2024-05-16,Mid,FastAPI,106176.0,132983.0,119579.5
1582,Jones-Robertson,Education,Data Analyst,"FastAPI, Excel, Pandas",Entry,Remote,"Lake Charles, DM",61825-157940,2025-01-03,Mid,MLflow,61825.0,157940.0,109882.5
1583,Schneider-Watson,Finance,Quant Researcher,"C++, Pandas, CUDA, Scikit-learn",Mid,Contract,"Rosston, PY",134559-195478,2025-02-25,Startup,"BigQuery, PyTorch, MLflow",134559.0,195478.0,165018.5
1584,"Thompson, Castillo and Farrell",Retail,AI Researcher,"Keras, Hugging Face, Power BI, C++, SQL, Python",Mid,Full-time,"North Jennifer, NA",79291-125380,2024-07-25,Startup,MLflow,79291.0,125380.0,102335.5
1585,Acevedo Ltd,Retail,AI Product Manager,"TensorFlow, Pandas, Reinforcement Learning",Entry,Contract,"North Martin, AU",48218-71004,2024-11-24,Startup,"KDB+, PyTorch, FastAPI",48218.0,71004.0,59611.0
1586,"Flynn, Arellano and Porter",E-commerce,AI Product Manager,"Pandas, Reinforcement Learning, TensorFlow",Entry,Internship,"Reesebury, RO",42270-120885,2025-08-22,Mid,Scikit-learn,42270.0,120885.0,81577.5
1587,Harper and Sons,Retail,Data Analyst,"Reinforcement Learning, Flask, Hugging Face",Mid,Full-time,"South Roystad, TR",106925-155924,2023-12-15,Startup,"FastAPI, MLflow, KDB+",106925.0,155924.0,131424.5
1588,Molina-Dixon,E-commerce,AI Product Manager,"AWS, SQL, Python, LangChain, Keras, Azure",Mid,Remote,"Lake Eric, CD",129266-186688,2024-02-22,Startup,"Scikit-learn, LangChain",129266.0,186688.0,157977.0
1589,"Baker, Smith and Phillips",Retail,AI Product Manager,"R, Excel, NumPy",Mid,Full-time,"Lake Christopher, LA",119647-168743,2024-07-02,Mid,"Scikit-learn, MLflow, PyTorch",119647.0,168743.0,144195.0
1590,"Robertson, Miller and Watson",E-commerce,Data Scientist,"AWS, Power BI, MLflow, C++",Senior,Full-time,"Cynthiamouth, NE",51216-149871,2024-08-14,Mid,MLflow,51216.0,149871.0,100543.5
1591,"Bowman, Sutton and Richmond",Healthcare,AI Researcher,"Pandas, Azure, Hugging Face, Python",Senior,Internship,"Ericburgh, BR",143939-227202,2023-10-07,Mid,"MLflow, KDB+, FastAPI",143939.0,227202.0,185570.5
1592,Moore-Wood,Finance,Data Analyst,"SQL, FastAPI, Flask, Hugging Face",Entry,Full-time,"South Christopherchester, MG",99415-192561,2024-11-28,Large,"LangChain, BigQuery",99415.0,192561.0,145988.0
1593,"Lee, Mitchell and Neal",Education,ML Engineer,"Hugging Face, Azure, C++, Reinforcement Learning",Mid,Internship,"New Shane, MM",92763-144582,2024-10-08,Mid,"BigQuery, PyTorch, FastAPI",92763.0,144582.0,118672.5
1594,"Burton, Reynolds and Dougherty",Retail,Data Scientist,"Scikit-learn, C++, GCP, FastAPI",Senior,Contract,"East Monicastad, YE",87741-187018,2024-05-26,Startup,"TensorFlow, Scikit-learn, BigQuery",87741.0,187018.0,137379.5
1595,Kelly Ltd,Healthcare,Data Scientist,"C++, SQL, Reinforcement Learning, PyTorch",Entry,Full-time,"South Brett, ML",70119-104669,2024-11-07,Mid,"LangChain, Scikit-learn",70119.0,104669.0,87394.0
1596,"Thompson, Morris and Griffin",Education,Data Scientist,"AWS, SQL, Reinforcement Learning, Keras, Flask, C++",Mid,Internship,"Michaelside, TV",96233-154946,2025-07-03,Startup,Scikit-learn,96233.0,154946.0,125589.5
1597,Carr Inc,Healthcare,Data Scientist,"SQL, R, MLflow, Flask, Reinforcement Learning, Python",Mid,Full-time,"Browntown, KR",84163-157649,2024-05-08,Large,"BigQuery, LangChain, KDB+",84163.0,157649.0,120906.0
1598,"Townsend, Strickland and Rodriguez",Automotive,AI Product Manager,"GCP, Azure, AWS, SQL, MLflow, CUDA",Mid,Internship,"East Michael, MD",108145-192990,2024-06-30,Startup,"TensorFlow, KDB+, FastAPI",108145.0,192990.0,150567.5
1599,Pineda Inc,E-commerce,Computer Vision Engineer,"Keras, GCP, CUDA, AWS, PyTorch",Mid,Full-time,"Lauriehaven, CV",108715-193682,2025-08-22,Large,BigQuery,108715.0,193682.0,151198.5
1600,Hudson and Sons,E-commerce,AI Product Manager,"Python, AWS, PyTorch, NumPy",Senior,Full-time,"East Keithview, AR",147144-199817,2025-03-09,Large,MLflow,147144.0,199817.0,173480.5
1601,Miller-Burton,Automotive,AI Product Manager,"PyTorch, GCP, Scikit-learn, LangChain, Reinforcement Learning, Keras",Entry,Remote,"West Kennethton, PA",145610-225001,2024-08-17,Startup,TensorFlow,145610.0,225001.0,185305.5
1602,Murillo Inc,Healthcare,Computer Vision Engineer,"Azure, Hugging Face, Excel, Scikit-learn",Mid,Contract,"Jonesburgh, BH",60515-146870,2025-02-04,Mid,"PyTorch, FastAPI, TensorFlow",60515.0,146870.0,103692.5
1603,Alvarez-Butler,Tech,Data Analyst,"C++, CUDA, Scikit-learn, Keras",Entry,Internship,"North James, HT",120811-193549,2025-08-18,Mid,"KDB+, BigQuery",120811.0,193549.0,157180.0
1604,Glenn-Brady,Retail,Quant Researcher,"FastAPI, Scikit-learn, AWS, NumPy",Mid,Remote,"North Dakota, TW",61543-126761,2025-07-27,Startup,TensorFlow,61543.0,126761.0,94152.0
1605,Bryant-Martin,Healthcare,ML Engineer,"Reinforcement Learning, Flask, NumPy, Keras",Entry,Internship,"East John, NR",147220-158056,2024-10-17,Startup,"MLflow, PyTorch, FastAPI",147220.0,158056.0,152638.0
1606,Bailey PLC,Retail,Data Analyst,"Hugging Face, Excel, SQL, LangChain",Mid,Contract,"Port Elizabeth, SY",63354-160413,2023-11-27,Startup,"KDB+, BigQuery",63354.0,160413.0,111883.5
1607,"Swanson, Young and Martin",Tech,Quant Researcher,"PyTorch, LangChain, FastAPI",Senior,Full-time,"East Alexis, LK",131169-174872,2024-02-15,Mid,KDB+,131169.0,174872.0,153020.5
1608,Hancock-Wiggins,Healthcare,ML Engineer,"Scikit-learn, NumPy, Power BI, Azure, FastAPI, Reinforcement Learning",Senior,Full-time,"North Adamburgh, AO",41566-134888,2024-08-03,Startup,"FastAPI, LangChain, TensorFlow",41566.0,134888.0,88227.0
1609,Mcconnell Ltd,E-commerce,Quant Researcher,"Keras, GCP, PyTorch",Senior,Internship,"New Allisonshire, MN",118883-210460,2025-02-08,Startup,Scikit-learn,118883.0,210460.0,164671.5
1610,Patton and Sons,Tech,ML Engineer,"Scikit-learn, MLflow, Python, R, Pandas, FastAPI",Senior,Internship,"Jacktown, TW",95354-126587,2025-06-10,Startup,MLflow,95354.0,126587.0,110970.5
1611,Gray-Dixon,Healthcare,Computer Vision Engineer,"AWS, GCP, CUDA, MLflow",Senior,Full-time,"West Maria, ML",142291-215970,2023-10-01,Startup,"LangChain, KDB+, FastAPI",142291.0,215970.0,179130.5
1612,"Miller, Casey and Gray",Education,Computer Vision Engineer,"Scikit-learn, Excel, Power BI, Python",Entry,Remote,"South Michael, CD",40629-72042,2025-05-23,Mid,KDB+,40629.0,72042.0,56335.5
1613,Andersen Inc,Tech,Data Scientist,"LangChain, Pandas, Reinforcement Learning, R, FastAPI",Mid,Remote,"Smithbury, BT",54969-146111,2023-11-10,Mid,"MLflow, KDB+, PyTorch",54969.0,146111.0,100540.0
1614,"Bernard, Henry and Zamora",Education,Quant Researcher,"PyTorch, Power BI, Pandas, Hugging Face",Mid,Internship,"Breannahaven, MA",108252-151627,2025-08-21,Startup,BigQuery,108252.0,151627.0,129939.5
1615,Frost Ltd,Education,AI Researcher,"Hugging Face, SQL, LangChain, FastAPI, Flask",Senior,Remote,"Vazquezton, BH",70656-152148,2024-04-23,Startup,"MLflow, TensorFlow",70656.0,152148.0,111402.0
1616,Lewis Group,E-commerce,ML Engineer,"FastAPI, C++, MLflow",Senior,Contract,"Williamland, KN",73293-127143,2025-05-09,Startup,"FastAPI, TensorFlow",73293.0,127143.0,100218.0
1617,"Tucker, Strong and Bond",Retail,AI Researcher,"R, C++, Keras, Excel, Azure",Mid,Remote,"Wilsonmouth, PW",58659-98311,2024-04-13,Large,"MLflow, PyTorch, Scikit-learn",58659.0,98311.0,78485.0
1618,Livingston-Phillips,E-commerce,NLP Engineer,"PyTorch, SQL, Python",Entry,Remote,"Knightstad, BD",124301-140446,2024-08-31,Startup,"FastAPI, LangChain",124301.0,140446.0,132373.5
1619,Snyder Group,Retail,AI Product Manager,"TensorFlow, GCP, CUDA, R",Entry,Contract,"Jenniferburgh, AE",113791-138812,2023-09-21,Large,LangChain,113791.0,138812.0,126301.5
1620,"Herman, Johnson and Barnes",Tech,Data Analyst,"SQL, CUDA, LangChain, Scikit-learn, Reinforcement Learning",Mid,Remote,"Maciasfort, LR",145000-223134,2025-05-09,Large,"KDB+, LangChain, BigQuery",145000.0,223134.0,184067.0
1621,Perez-Bailey,Education,AI Product Manager,"AWS, Power BI, FastAPI",Entry,Contract,"Santiagoshire, PH",90927-115940,2023-12-04,Mid,"MLflow, BigQuery",90927.0,115940.0,103433.5
1622,"Summers, Swanson and Brown",Tech,NLP Engineer,"Reinforcement Learning, SQL, C++, Pandas",Entry,Remote,"West Cynthiaburgh, AD",81624-95183,2023-12-28,Startup,"BigQuery, FastAPI, MLflow",81624.0,95183.0,88403.5
1623,Schmidt-Payne,Finance,Computer Vision Engineer,"Reinforcement Learning, PyTorch, GCP, R, Excel",Senior,Full-time,"Kyleside, JP",99722-119999,2024-02-26,Startup,"LangChain, KDB+",99722.0,119999.0,109860.5
1624,"Ortiz, Hill and Anderson",Healthcare,Data Analyst,"Pandas, Excel, FastAPI, Reinforcement Learning, LangChain",Entry,Remote,"West Cynthiaton, SM",102547-147531,2024-01-11,Startup,"TensorFlow, FastAPI, PyTorch",102547.0,147531.0,125039.0
1625,Dalton-Galloway,E-commerce,Quant Researcher,"Azure, Excel, Power BI, C++, NumPy",Mid,Internship,"East Priscilla, DO",124126-178761,2024-12-04,Mid,"KDB+, FastAPI, MLflow",124126.0,178761.0,151443.5
1626,Brown-Garcia,Healthcare,Computer Vision Engineer,"PyTorch, AWS, LangChain, Pandas, GCP",Mid,Internship,"Dillonville, TL",100455-199953,2024-04-28,Mid,"FastAPI, LangChain",100455.0,199953.0,150204.0
1627,"Ramirez, Morrison and Shaffer",Healthcare,ML Engineer,"SQL, Azure, MLflow, LangChain",Mid,Full-time,"East Bobbymouth, LU",142229-217303,2024-12-12,Mid,KDB+,142229.0,217303.0,179766.0
1628,Fisher LLC,Automotive,NLP Engineer,"AWS, NumPy, CUDA, Azure, SQL, Hugging Face",Mid,Full-time,"Changview, CU",99303-165542,2024-06-24,Mid,"TensorFlow, FastAPI",99303.0,165542.0,132422.5
1629,Barnes-Gonzalez,Automotive,NLP Engineer,"Keras, PyTorch, Azure, C++, Python, LangChain",Mid,Remote,"New Cameron, IR",127730-194274,2024-06-30,Mid,LangChain,127730.0,194274.0,161002.0
1630,"Mann, Taylor and Martin",Tech,Computer Vision Engineer,"LangChain, Scikit-learn, Hugging Face",Mid,Full-time,"Wendytown, KR",68119-160582,2024-02-10,Startup,"MLflow, Scikit-learn, FastAPI",68119.0,160582.0,114350.5
1631,Bush and Sons,Education,Computer Vision Engineer,"PyTorch, CUDA, Keras",Entry,Contract,"Robertstown, GA",72082-92167,2025-05-23,Startup,BigQuery,72082.0,92167.0,82124.5
1632,"Callahan, Sullivan and Flynn",Retail,Computer Vision Engineer,"Hugging Face, GCP, R, Scikit-learn",Mid,Full-time,"Port Jennifer, ES",124909-151333,2023-10-06,Large,"MLflow, TensorFlow, KDB+",124909.0,151333.0,138121.0
1633,Joseph-Romero,Retail,Quant Researcher,"Power BI, LangChain, FastAPI, Flask, SQL, Scikit-learn",Mid,Contract,"Kristenberg, AL",102584-198324,2024-10-15,Startup,"BigQuery, MLflow, TensorFlow",102584.0,198324.0,150454.0
1634,"Singh, Shannon and Castaneda",Automotive,AI Product Manager,"NumPy, Reinforcement Learning, GCP, Azure, LangChain, Scikit-learn",Entry,Remote,"West Justin, IN",51986-73985,2024-10-14,Mid,"KDB+, TensorFlow, LangChain",51986.0,73985.0,62985.5
1635,"Johnson, Sweeney and Hall",Tech,AI Researcher,"Azure, Flask, PyTorch, Excel, Pandas",Mid,Contract,"Lindachester, PA",132003-197338,2024-09-20,Startup,"FastAPI, MLflow, PyTorch",132003.0,197338.0,164670.5
1636,Wu Inc,Healthcare,Data Analyst,"TensorFlow, Power BI, MLflow, Flask, CUDA, Reinforcement Learning",Entry,Remote,"Barnesfurt, SV",44162-104297,2025-07-03,Large,"BigQuery, FastAPI, MLflow",44162.0,104297.0,74229.5
1637,Lopez-Williams,Healthcare,Data Analyst,"PyTorch, NumPy, SQL, FastAPI",Senior,Contract,"North Mark, IN",62381-112625,2024-07-23,Mid,FastAPI,62381.0,112625.0,87503.0
1638,Hughes-Figueroa,Healthcare,Computer Vision Engineer,"TensorFlow, Pandas, Excel, LangChain, MLflow",Entry,Internship,"Castilloborough, CH",144304-184146,2025-05-07,Mid,"MLflow, BigQuery",144304.0,184146.0,164225.0
1639,"Randall, Grant and Rosario",Finance,AI Researcher,"Hugging Face, FastAPI, AWS, Scikit-learn, Keras",Mid,Internship,"Kimberlyfort, BJ",55918-137614,2025-06-08,Startup,"KDB+, FastAPI",55918.0,137614.0,96766.0
1640,Griffith Ltd,Education,NLP Engineer,"SQL, Pandas, AWS, Power BI, Scikit-learn",Entry,Contract,"Johnstad, ET",59275-147698,2025-03-17,Mid,"Scikit-learn, PyTorch",59275.0,147698.0,103486.5
1641,"Smith, Woods and Tucker",Retail,Data Analyst,"TensorFlow, AWS, Flask",Mid,Full-time,"South Dylanmouth, SY",51956-109837,2025-08-10,Mid,KDB+,51956.0,109837.0,80896.5
1642,Frazier Inc,Automotive,NLP Engineer,"Hugging Face, FastAPI, TensorFlow, GCP",Mid,Contract,"North Joel, PG",61087-81523,2025-08-08,Large,TensorFlow,61087.0,81523.0,71305.0
1643,"Torres, Campbell and Krause",Tech,ML Engineer,"TensorFlow, Keras, R",Mid,Internship,"East Hollyfurt, AR",132865-203559,2024-04-07,Large,"MLflow, TensorFlow, KDB+",132865.0,203559.0,168212.0
1644,Snyder Group,Finance,NLP Engineer,"CUDA, Azure, Python, Scikit-learn, Power BI",Senior,Remote,"North Susan, SG",146176-197876,2025-03-16,Mid,BigQuery,146176.0,197876.0,172026.0
1645,Lucas-Morris,Retail,Quant Researcher,"Azure, TensorFlow, AWS, Flask, Reinforcement Learning, LangChain",Mid,Remote,"Jordanshire, PS",92934-116186,2024-07-14,Mid,"KDB+, BigQuery",92934.0,116186.0,104560.0
1646,Martinez-Weaver,Education,Data Scientist,"Python, Power BI, Flask",Senior,Full-time,"Lake Valerie, IN",116015-126987,2024-03-22,Large,"LangChain, KDB+",116015.0,126987.0,121501.0
1647,Mendez and Sons,Retail,AI Researcher,"Scikit-learn, AWS, Python, MLflow",Senior,Internship,"Jonesbury, PA",141959-220411,2024-08-19,Mid,FastAPI,141959.0,220411.0,181185.0
1648,"Johnson, Wright and Quinn",Automotive,NLP Engineer,"LangChain, R, C++",Senior,Internship,"North Brian, FI",139741-206786,2024-12-23,Startup,"PyTorch, Scikit-learn",139741.0,206786.0,173263.5
1649,"Mitchell, Collins and Collins",E-commerce,Computer Vision Engineer,"Azure, C++, TensorFlow, Hugging Face, Python, PyTorch",Senior,Internship,"Cobbtown, SZ",149199-230455,2025-02-06,Large,TensorFlow,149199.0,230455.0,189827.0
1650,Williams-Torres,E-commerce,Data Analyst,"CUDA, SQL, Keras, Azure, LangChain, Reinforcement Learning",Entry,Remote,"Port Tiffanystad, DO",115250-161664,2024-12-24,Startup,"MLflow, PyTorch",115250.0,161664.0,138457.0
1651,Martinez Group,Education,Quant Researcher,"LangChain, Keras, Python, FastAPI, R, C++",Senior,Full-time,"Gabriellaborough, HT",45887-128800,2025-08-23,Startup,"TensorFlow, KDB+, PyTorch",45887.0,128800.0,87343.5
1652,Weaver-Mcdonald,Tech,AI Product Manager,"Python, Power BI, GCP",Entry,Internship,"West Richard, SV",59665-114017,2024-10-26,Mid,LangChain,59665.0,114017.0,86841.0
1653,Cook-Jarvis,E-commerce,ML Engineer,"TensorFlow, Power BI, Scikit-learn, Python, GCP, SQL",Mid,Full-time,"Jayton, GB",109287-149769,2023-11-07,Large,LangChain,109287.0,149769.0,129528.0
1654,Moreno-Sanchez,Automotive,AI Researcher,"GCP, MLflow, TensorFlow",Mid,Internship,"Fosterville, TT",116431-187700,2024-09-14,Mid,"KDB+, BigQuery, Scikit-learn",116431.0,187700.0,152065.5
1655,Kline Group,Education,Computer Vision Engineer,"Flask, Scikit-learn, NumPy",Mid,Contract,"Lake Donaldstad, NP",126575-163610,2025-06-20,Mid,"PyTorch, MLflow, TensorFlow",126575.0,163610.0,145092.5
1656,Brown and Sons,Finance,AI Researcher,"NumPy, Reinforcement Learning, AWS, Power BI, PyTorch, SQL",Mid,Contract,"Lake Chris, AO",41897-72820,2024-01-13,Startup,"KDB+, MLflow, BigQuery",41897.0,72820.0,57358.5
1657,Quinn Group,Tech,Data Scientist,"Reinforcement Learning, GCP, TensorFlow, Pandas",Mid,Internship,"East Michael, UY",40844-100312,2024-09-05,Large,FastAPI,40844.0,100312.0,70578.0
1658,Mills-Mitchell,Finance,Data Scientist,"PyTorch, NumPy, MLflow",Entry,Full-time,"Bryantton, CO",100222-147306,2025-07-18,Large,"BigQuery, FastAPI",100222.0,147306.0,123764.0
1659,"Andrews, Sanchez and Carroll",Healthcare,Data Analyst,"Reinforcement Learning, Python, PyTorch, Keras",Mid,Internship,"Anthonyberg, DM",140982-222224,2024-08-22,Large,"LangChain, KDB+",140982.0,222224.0,181603.0
1660,Smith and Sons,Automotive,NLP Engineer,"PyTorch, NumPy, Power BI",Mid,Internship,"Meyermouth, GN",78788-132832,2023-12-26,Large,"KDB+, BigQuery",78788.0,132832.0,105810.0
1661,Smith-Hall,Tech,AI Researcher,"Flask, Keras, GCP, Power BI",Entry,Remote,"South Dustinbury, BY",114070-148337,2025-07-23,Large,KDB+,114070.0,148337.0,131203.5
